Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,Pneumonia or Influenza,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,North Carolina,18-64 years,0,493,19,,23,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,North Carolina,65 years and over,0,1471,105,,109,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,North Dakota,All Ages,0,142,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,North Dakota,0-17 years,0,0,0,0,0,0,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,North Dakota,18-64 years,0,32,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,North Dakota,65 years and over,0,110,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Ohio,All Ages,0,2558,138,15,153,153,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Ohio,0-17 years,0,45,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Ohio,18-64 years,0,596,24,,30,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Ohio,65 years and over,0,1917,111,,118,118,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Oklahoma,All Ages,0,929,82,,89,89,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Oklahoma,0-17 years,0,12,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Oklahoma,18-64 years,0,244,16,,21,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Oklahoma,65 years and over,0,673,64,,66,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Oregon,All Ages,0,741,42,11,53,53,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Oregon,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Oregon,18-64 years,0,155,,,11,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Oregon,65 years and over,0,577,36,,42,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Pennsylvania,All Ages,0,2770,168,17,185,185,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Pennsylvania,0-17 years,0,22,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Pennsylvania,18-64 years,0,610,26,,30,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Pennsylvania,65 years and over,0,2138,140,13,153,153,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Rhode Island,All Ages,0,225,15,,16,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Rhode Island,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Rhode Island,18-64 years,0,45,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Rhode Island,65 years and over,0,177,13,,14,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,South Carolina,All Ages,0,1104,87,15,102,102,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,South Carolina,0-17 years,0,15,0,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,South Carolina,18-64 years,0,305,23,,30,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,South Carolina,65 years and over,0,784,64,,71,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,South Dakota,All Ages,0,176,17,,18,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,South Dakota,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,South Dakota,18-64 years,0,46,0,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,South Dakota,65 years and over,0,128,17,0,17,17,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Tennessee,All Ages,0,1559,121,23,144,144,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Tennessee,0-17 years,0,24,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Tennessee,18-64 years,0,453,26,11,37,37,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Tennessee,65 years and over,0,1082,93,11,104,104,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Texas,All Ages,0,4241,306,42,348,348,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Texas,0-17 years,0,71,0,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Texas,18-64 years,0,1185,88,20,108,108,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Texas,65 years and over,0,2985,218,21,239,239,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Utah,All Ages,0,374,23,,24,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Utah,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Utah,18-64 years,0,93,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Utah,65 years and over,0,276,18,0,18,18,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Vermont,All Ages,0,101,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Vermont,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Vermont,18-64 years,0,20,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Vermont,65 years and over,0,80,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Virginia,All Ages,0,1454,82,,90,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Virginia,0-17 years,0,17,0,0,0,0,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Virginia,18-64 years,0,365,14,,18,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Virginia,65 years and over,0,1072,68,,72,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Washington,All Ages,0,1183,80,11,91,91,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Washington,0-17 years,0,10,0,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Washington,18-64 years,0,274,17,,22,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Washington,65 years and over,0,899,63,,68,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,West Virginia,All Ages,0,489,44,,46,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,West Virginia,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,West Virginia,18-64 years,0,123,,,10,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,West Virginia,65 years and over,0,363,35,,36,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Wisconsin,All Ages,0,1121,63,,65,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Wisconsin,0-17 years,0,14,0,0,0,0,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Wisconsin,18-64 years,0,223,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Wisconsin,65 years and over,0,884,57,,58,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Wyoming,All Ages,0,154,,,10,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Wyoming,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Wyoming,18-64 years,0,30,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,Wyoming,65 years and over,0,122,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,HHS Region 1,All Ages,0,2768,186,,193,193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,HHS Region 1,0-17 years,0,25,0,0,0,0,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,HHS Region 1,18-64 years,0,594,21,,24,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,HHS Region 1,65 years and over,0,2149,165,,169,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,HHS Region 2,All Ages,0,4960,365,36,401,401,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,HHS Region 2,0-17 years,0,41,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,HHS Region 2,18-64 years,0,1119,47,17,64,64,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,HHS Region 2,65 years and over,0,3800,317,19,336,336,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,HHS Region 3,All Ages,0,6081,398,40,438,438,
04/29/2021,12/29/2019,01/04/2020,2020,1,01/04/2020,By Week,Week-ending,HHS Region 3,0-17 years,0,53,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
